Make,ID,Year,ModelYear,Height,Length,Width,Driveline,EngineType,Transmission,Hybrid,ForwardGears,Citympg,FuelType,Highwaympg,Classification,Horsepower,Torque
Mazda,2011 Mazda MX-5 Miata Touring - Soft Top AT,2011,2011 Mazda MX-5 Miata,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 158 hp 140 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,28,Automatic transmission,158,140
Mazda,2011 Mazda MX-5 Miata Grand Touring - Soft Top,2011,2011 Mazda MX-5 Miata,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,6 Speed Manual,TRUE,6,21,Gasoline,28,Manual transmission,167,140
Mazda,2011 Mazda MX-5 Miata  Grand Touring - Soft Top AT,2011,2011 Mazda MX-5 Miata,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,28,Automatic transmission,167,140
Mazda,2011 Mazda MX-5 Miata Touring - Power Retractable Hard Top,2011,2011 Mazda MX-5 Miata,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,6 Speed Manual,TRUE,6,21,Gasoline,28,Manual transmission,167,140
Mazda,2011 Mazda MX-5 Miata Touring - Power Retractable Hard Top AT,2011,2011 Mazda MX-5 Miata,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 158 hp 140 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,28,Automatic transmission,158,140
Mazda,2011 Mazda MX-5 Miata  Grand Touring - Power Retractable Hard Top,2011,2011 Mazda MX-5 Miata,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,6 Speed Manual,TRUE,6,21,Gasoline,28,Manual transmission,167,140
Mazda,2011 Mazda MX-5 Miata Grand Touring - Power Retractable Hard Top AT,2011,2011 Mazda MX-5 Miata,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 158 hp 140 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,28,Automatic transmission,158,140
Mazda,2011 Mazda MX-5 Miata Special Edition,2011,2011 Mazda MX-5 Miata,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,6 Speed Manual,TRUE,6,21,Gasoline,28,Manual transmission,167,140
Mazda,2011 Mazda MX-5 Miata  Special Edition AT,2011,2011 Mazda MX-5 Miata,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 158 hp 140 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,28,Automatic transmission,158,140
Mazda,2010 Mazda MX-5 Miata Sport,2010,2010 Mazda MX-5 Miata,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,5 Speed Manual,TRUE,5,22,Gasoline,28,Manual transmission,167,140
